SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_2,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21
210434,0,Cash loans,F,N,Y,0,157500.0,247275.0,18486.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.026392,-13368,-1491,-12250.0,-1573,1,1,1,1,1,0,1.0,2,2,TUESDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.6637195933010297,0.0,0.0,0.0,0.0,-2439.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243692,0,Cash loans,M,Y,Y,2,382500.0,1800000.0,49630.5,1800000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007114,-15972,-1786,-1375.0,-4913,1,1,0,1,1,0,4.0,2,2,MONDAY,11,0,0,0,0,0,0,Industry: type 9,0.5963286312256408,1.0,0.0,1.0,0.0,-1054.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307815,0,Cash loans,F,N,Y,0,135000.0,139500.0,12064.5,139500.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.028663,-19983,-143,-10296.0,-3318,1,1,0,1,1,1,1.0,2,2,THURSDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.4830882952280207,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378553,0,Cash loans,M,N,N,0,45000.0,129519.0,12114.0,121500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.01885,-23858,365243,-492.0,-1896,1,0,0,1,0,0,1.0,2,2,TUESDAY,12,0,0,0,0,0,0,XNA,0.3474416869532951,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431533,0,Cash loans,M,N,Y,0,112500.0,208512.0,23710.5,180000.0,Unaccompanied,Working,Academic degree,Married,House / apartment,0.01885,-14190,-3161,-3676.0,-4893,1,1,0,1,0,1,2.0,2,2,TUESDAY,17,0,0,0,0,0,0,School,0.7399933513683051,2.0,1.0,2.0,1.0,-3664.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273733,1,Cash loans,F,N,Y,0,202500.0,452385.0,35869.5,373500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0096569999999999,-12949,-2913,-2684.0,-4095,1,1,0,1,1,0,1.0,2,2,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.0881588925668217,2.0,1.0,2.0,0.0,-1684.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428385,0,Cash loans,M,N,Y,0,157500.0,315000.0,24507.0,315000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.015221,-21393,365243,-5431.0,-4072,1,0,0,1,0,0,2.0,2,2,MONDAY,13,0,0,0,0,0,0,XNA,0.4572515082387966,2.0,2.0,2.0,0.0,-823.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265309,0,Cash loans,M,Y,Y,1,225000.0,1687266.0,64395.0,1575000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-15394,-282,-3030.0,-4259,1,1,1,1,0,0,3.0,2,2,MONDAY,13,0,1,1,0,1,1,Business Entity Type 3,0.4390068528245391,0.0,0.0,0.0,0.0,-463.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258861,0,Cash loans,F,N,Y,0,180000.0,675000.0,31279.5,675000.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.00733,-16610,-718,-2686.0,-168,1,1,0,1,0,0,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.6703296045786646,1.0,0.0,1.0,0.0,-1490.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218374,1,Cash loans,M,Y,N,1,292500.0,791532.0,22684.5,567000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0116569999999999,-9206,-1118,-5663.0,-1861,1,1,0,1,0,0,2.0,1,1,SUNDAY,12,0,0,0,0,0,0,Business Entity Type 2,0.4740138295823696,6.0,0.0,6.0,0.0,-2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
158923,0,Cash loans,F,Y,N,0,112500.0,1125000.0,33025.5,1125000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.009549,-20988,365243,-3130.0,-4537,1,0,0,1,0,0,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,XNA,0.6237763021192008,6.0,0.0,6.0,0.0,-1673.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273665,0,Revolving loans,M,Y,Y,1,180000.0,202500.0,10125.0,202500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018209,-15832,-1498,-9793.0,-935,1,1,0,1,1,0,3.0,3,3,WEDNESDAY,11,0,0,0,0,1,1,Business Entity Type 3,0.5312318118774931,1.0,0.0,1.0,0.0,-657.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394156,0,Cash loans,F,N,Y,0,270000.0,1971072.0,68512.5,1800000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-14441,-1147,-8474.0,-5108,1,1,1,1,1,0,2.0,1,1,TUESDAY,15,0,0,0,0,0,0,Self-employed,0.7191585774510979,6.0,0.0,6.0,0.0,-560.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101989,0,Cash loans,M,N,Y,0,67500.0,148500.0,9621.0,148500.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-19698,365243,-7704.0,-3238,1,0,0,1,0,0,2.0,2,2,SATURDAY,9,0,0,0,0,0,0,XNA,0.0370826285007954,2.0,0.0,2.0,0.0,-2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435894,1,Cash loans,M,Y,Y,0,108000.0,427450.5,23319.0,369000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-8665,-679,-851.0,-1065,1,1,0,1,0,0,2.0,2,2,TUESDAY,14,0,0,0,1,1,1,Self-employed,0.0548185385951953,10.0,0.0,10.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
212713,0,Cash loans,M,Y,N,0,202500.0,630000.0,49774.5,630000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.020246,-12844,-2324,-1341.0,-1871,1,1,0,1,1,0,2.0,3,3,TUESDAY,11,0,0,0,0,1,1,Industry: type 9,0.2754180041845906,0.0,0.0,0.0,0.0,-1058.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427965,1,Cash loans,M,N,Y,1,360000.0,571396.5,29173.5,427500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.014464,-16281,365243,-8821.0,-5202,1,0,0,1,0,0,2.0,2,2,SATURDAY,5,0,0,0,0,0,0,XNA,0.257221391085859,1.0,1.0,1.0,1.0,-974.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314426,0,Cash loans,F,N,Y,0,180000.0,1267735.5,37197.0,1107000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-22836,365243,-3212.0,-4204,1,0,0,1,1,0,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,XNA,0.6831300546215255,0.0,0.0,0.0,0.0,-543.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220007,0,Cash loans,M,Y,Y,1,157500.0,573628.5,21388.5,463500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.01885,-15929,-2036,-4763.0,-4028,1,1,0,1,0,0,3.0,2,2,TUESDAY,17,0,0,0,0,0,0,Transport: type 4,0.7060110042389905,3.0,0.0,3.0,0.0,-1709.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139793,0,Cash loans,F,N,N,0,135000.0,1120068.0,37147.5,1003500.0,Unaccompanied,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0.035792,-17435,-142,-143.0,-979,1,1,0,1,0,0,2.0,2,2,THURSDAY,15,1,0,1,1,0,1,Transport: type 1,0.1034626983309089,0.0,0.0,0.0,0.0,-28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377049,0,Cash loans,M,Y,Y,1,135000.0,414612.0,22621.5,297000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00712,-13019,-807,-7167.0,-4488,1,1,0,1,0,0,3.0,2,2,THURSDAY,17,0,0,0,0,0,0,Industry: type 7,0.713582576026533,4.0,0.0,4.0,0.0,-2342.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392160,0,Cash loans,M,N,N,2,180000.0,225000.0,17905.5,225000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008068,-10849,-1066,-4729.0,-3512,1,1,1,1,0,0,4.0,3,3,SATURDAY,3,0,0,0,0,0,0,Transport: type 4,0.6084113571207443,1.0,0.0,1.0,0.0,-559.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197973,0,Cash loans,M,Y,N,1,157500.0,587619.0,18954.0,490500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-16288,-1411,-5044.0,-3419,1,1,1,1,0,0,3.0,3,3,MONDAY,14,0,0,0,0,1,1,Electricity,0.5024346328318283,2.0,0.0,2.0,0.0,-939.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348716,0,Cash loans,M,Y,Y,0,166500.0,444420.0,26986.5,337500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00963,-16492,-448,-4239.0,-39,1,1,0,1,0,0,2.0,2,2,FRIDAY,10,0,1,1,0,0,0,Security,0.6205326025598726,0.0,0.0,0.0,0.0,-3362.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412486,0,Cash loans,M,Y,Y,0,202500.0,1288350.0,37800.0,1125000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010006,-20478,365243,-7956.0,-4033,1,0,0,1,1,0,2.0,2,2,WEDNESDAY,7,0,0,0,0,0,0,XNA,0.4328447599797008,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176643,0,Cash loans,F,N,N,0,140249.7,1129500.0,29794.5,1129500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.019101,-10970,-1567,-5102.0,-3649,1,1,1,1,0,0,1.0,2,2,THURSDAY,13,0,0,0,0,0,0,Trade: type 2,0.3952451550026659,6.0,0.0,6.0,0.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242947,0,Cash loans,F,Y,Y,1,126000.0,513531.0,26347.5,459000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0096569999999999,-17728,-1938,-2065.0,-1264,1,1,1,1,0,0,3.0,2,2,SATURDAY,10,0,0,0,0,1,1,Business Entity Type 3,0.4079724173428593,1.0,1.0,1.0,1.0,-321.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338918,0,Cash loans,F,N,Y,2,67500.0,258709.5,25717.5,234000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792,-11771,-634,-2688.0,-4443,1,1,0,1,0,0,4.0,2,2,TUESDAY,11,0,0,0,0,1,1,Business Entity Type 3,0.6721103287060048,0.0,0.0,0.0,0.0,-442.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191258,0,Cash loans,M,Y,N,2,135000.0,675000.0,24246.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-15531,-3606,-7995.0,-3288,1,1,0,1,0,0,4.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Transport: type 4,0.4606941696293519,5.0,1.0,5.0,1.0,-3264.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223614,0,Revolving loans,F,N,Y,0,180000.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.025164,-18526,-2531,-2112.0,-1979,1,1,0,1,0,0,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,University,0.5095349933520261,10.0,0.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288319,0,Revolving loans,F,Y,Y,0,112500.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008625,-18911,-1040,-9694.0,-2457,1,1,0,1,0,0,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,Self-employed,0.6981073305308825,0.0,0.0,0.0,0.0,-313.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256660,0,Cash loans,F,Y,Y,0,108000.0,258709.5,29187.0,234000.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.02461,-10443,-179,-1204.0,-3095,1,1,0,1,1,0,1.0,2,2,TUESDAY,14,0,0,0,0,1,1,Business Entity Type 3,0.4590700925174164,0.0,0.0,0.0,0.0,-851.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433943,0,Cash loans,F,N,Y,0,202500.0,310671.0,19984.5,256500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.006207,-16059,-4712,-4675.0,-4435,1,1,1,1,0,0,1.0,2,2,TUESDAY,17,0,0,0,0,0,0,Housing,0.7066913674358863,2.0,0.0,2.0,0.0,-1890.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200320,0,Cash loans,F,N,Y,0,270000.0,778500.0,22891.5,778500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.026392,-19454,-228,-602.0,-2994,1,1,0,1,0,0,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Other,0.6622048840755086,0.0,0.0,0.0,0.0,-661.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275665,0,Cash loans,F,N,Y,0,157500.0,675000.0,19476.0,675000.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.026392,-22110,-9362,-1414.0,-4286,1,1,0,1,1,0,1.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Government,0.7125759162612215,0.0,0.0,0.0,0.0,-1635.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442945,0,Cash loans,F,N,Y,0,225000.0,541323.0,29493.0,405000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.035792,-11413,-1705,-1714.0,-3916,1,1,0,1,0,1,1.0,2,2,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 2,0.5614599609088818,0.0,0.0,0.0,0.0,-776.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291250,0,Cash loans,M,Y,N,3,166500.0,225000.0,21919.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-14886,-7506,-5025.0,-5115,1,1,0,1,0,0,5.0,3,3,TUESDAY,7,0,0,0,0,1,1,Other,0.5721123264455935,0.0,0.0,0.0,0.0,-1735.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441102,0,Cash loans,M,Y,Y,0,495000.0,1256283.0,45252.0,1084500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.025164,-15119,-678,-3082.0,-5083,1,1,0,1,1,0,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,Self-employed,0.5745195298612911,0.0,0.0,0.0,0.0,-2346.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250393,0,Cash loans,M,Y,N,2,157500.0,900000.0,26446.5,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792,-11815,-1696,-5233.0,-4196,1,1,0,1,1,0,4.0,2,2,SATURDAY,11,0,0,0,1,1,1,Self-employed,0.7254525755266108,1.0,0.0,1.0,0.0,-1590.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165473,0,Cash loans,F,N,Y,0,135000.0,675000.0,19476.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.0145199999999999,-21510,365243,-3716.0,-5018,1,0,0,1,0,0,2.0,2,2,TUESDAY,8,0,0,0,0,0,0,XNA,0.344191494398425,0.0,0.0,0.0,0.0,-1314.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153880,0,Cash loans,M,N,Y,0,135000.0,156339.0,12663.0,130500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0105,-12211,-382,-658.0,-4796,1,1,0,1,0,0,2.0,3,3,THURSDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.7126162231619438,6.0,0.0,6.0,0.0,-1529.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328917,0,Cash loans,F,N,N,0,270000.0,1339884.0,36846.0,1170000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.00823,-14084,-3949,-8137.0,-4514,1,1,0,1,1,0,2.0,2,2,MONDAY,10,0,0,0,0,0,0,Medicine,0.5800318779503064,0.0,0.0,0.0,0.0,-1187.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244966,0,Cash loans,F,Y,Y,0,535500.0,314100.0,14323.5,225000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.04622,-15200,-4583,-7477.0,-4151,1,1,0,1,0,1,1.0,1,1,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.6231140598783591,0.0,0.0,0.0,0.0,-827.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427891,0,Cash loans,F,N,Y,0,112500.0,149256.0,15421.5,135000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.018634,-21777,365243,-12439.0,-4290,1,0,0,1,1,0,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,XNA,0.3671374087034643,9.0,0.0,9.0,0.0,-952.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345372,1,Revolving loans,F,N,Y,0,99000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010276,-7908,-808,-7096.0,-101,1,1,0,1,0,0,2.0,2,2,SATURDAY,14,0,0,0,0,0,0,Government,0.4890206554849536,2.0,0.0,2.0,0.0,-750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237421,0,Cash loans,F,Y,N,0,360000.0,760225.5,32337.0,679500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.006233,-15815,-4318,-9450.0,-5441,1,1,1,1,1,0,1.0,2,2,FRIDAY,14,0,0,0,0,0,0,Services,0.6776520449957643,9.0,0.0,9.0,0.0,-2568.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333790,0,Revolving loans,F,N,Y,0,135000.0,382500.0,19125.0,382500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0105,-18772,-201,-10257.0,-2326,1,1,0,1,0,0,1.0,3,3,THURSDAY,11,0,0,0,0,0,0,Trade: type 7,0.6807395544605513,0.0,0.0,0.0,0.0,-144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271931,0,Cash loans,M,N,N,1,72000.0,221031.0,17487.0,184500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,With parents,0.00496,-9960,-520,-445.0,-2639,1,1,0,1,0,0,3.0,2,2,WEDNESDAY,9,0,0,0,0,1,1,Telecom,0.5178382567092665,0.0,0.0,0.0,0.0,-208.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198726,0,Revolving loans,M,N,Y,2,225000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018634,-10056,-3285,-3919.0,-4,1,1,1,1,1,0,4.0,2,2,MONDAY,9,0,0,0,0,0,0,Trade: type 2,0.657320746738031,0.0,0.0,0.0,0.0,-738.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109725,0,Cash loans,F,N,N,0,85500.0,191880.0,18819.0,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.010966,-23066,365243,-12470.0,-3960,1,0,0,1,1,0,1.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,0.3415703062192277,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106147,0,Cash loans,M,Y,N,0,157500.0,254700.0,30226.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-15731,-1009,-8779.0,-4478,1,1,1,1,1,0,2.0,2,2,TUESDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.5489861666323443,2.0,1.0,2.0,1.0,-2106.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120882,1,Cash loans,F,N,Y,2,180000.0,601470.0,30838.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.019101,-12155,-2976,-731.0,-4648,1,1,0,1,0,0,4.0,2,2,FRIDAY,11,0,0,0,0,0,0,Postal,0.3174936281275029,0.0,0.0,0.0,0.0,-1747.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294884,0,Cash loans,F,N,Y,1,135000.0,675000.0,32602.5,675000.0,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,0.008068,-10846,-1496,-4853.0,-3466,1,1,0,1,0,0,3.0,3,3,THURSDAY,12,0,0,0,1,1,1,School,0.2065453216886473,0.0,0.0,0.0,0.0,-452.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444646,0,Cash loans,F,Y,Y,1,112500.0,545040.0,28350.0,450000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0116569999999999,-14036,-1386,-8366.0,-4578,1,1,0,1,1,0,3.0,1,1,TUESDAY,13,0,0,0,0,0,0,Insurance,0.6911497387615166,2.0,0.0,2.0,0.0,-767.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312920,0,Cash loans,M,Y,Y,0,135000.0,495000.0,19309.5,495000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,With parents,0.04622,-8664,-1150,-4455.0,-668,1,1,1,1,1,0,2.0,1,1,SATURDAY,13,0,0,0,0,1,1,Business Entity Type 3,0.3874790155159528,3.0,0.0,3.0,0.0,-633.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
373977,0,Cash loans,F,N,Y,0,112500.0,254700.0,27558.0,225000.0,Family,Pensioner,Higher education,Married,House / apartment,0.011703,-24657,365243,-4324.0,-4690,1,0,0,1,0,0,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,0.1619040774846,6.0,0.0,6.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426978,0,Cash loans,M,Y,Y,0,225000.0,359725.5,22135.5,297000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.030755,-11253,-1404,-1695.0,-961,1,1,1,1,1,0,1.0,2,2,THURSDAY,13,0,0,0,0,0,0,Construction,0.4217839896139007,1.0,0.0,1.0,0.0,-2688.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249751,0,Cash loans,F,N,Y,0,112500.0,657000.0,44212.5,657000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-18485,-2367,-5635.0,-2018,1,1,1,1,1,0,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,Services,0.7133188116833243,2.0,0.0,2.0,0.0,-1141.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437965,0,Cash loans,F,N,Y,1,126000.0,573408.0,32148.0,495000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.01885,-12618,-2310,-2344.0,-3641,1,1,0,1,0,0,2.0,2,2,THURSDAY,14,0,0,0,0,1,1,Business Entity Type 3,0.6950847487718671,0.0,0.0,0.0,0.0,-1518.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352957,1,Cash loans,F,N,N,0,112500.0,796396.5,38443.5,643500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Rented apartment,0.010276,-18646,-2119,-3104.0,-2186,1,1,0,1,0,0,2.0,2,2,FRIDAY,17,0,0,0,0,1,1,Self-employed,0.3590615372394408,0.0,0.0,0.0,0.0,-1162.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128151,0,Cash loans,F,N,N,3,45000.0,630000.0,24412.5,630000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-10094,-2445,-5378.0,-989,1,1,1,1,0,0,5.0,2,2,WEDNESDAY,11,0,0,0,1,1,1,Agriculture,0.225161118658516,3.0,1.0,3.0,1.0,-271.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
